"id","category","question","answer","origin","date","url"
1516,"","Does the inventory of information resources include primary and secondary IP addresses of the system?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1517,"","Does the information maintained for the application include the name of the application?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1518,"","Does the information maintained for the application include a description of the application's function?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1519,"","Does the information maintained for the application include a description of the application's technical architecture?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1520,"","Does the information maintained for the application include the name of the Information Owner?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1521,"","Does the inventory of business processes include information on process ownership, business impact analysis results and associated devices, applications and information?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1522,"","Is using the Company's name or conducting Company business in any form on the Internet, including creating a Web site, Web page or domain on the Internet strictly forbidden unless expressly authorized by management?","No. Google maintains an open internet culture and open involvement with multiple open source projects which use the Google name and distribute code via the web.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1523,"","Is the installation of software on Company-owned or leased information resources by unauthorized personnel prohibited unless prior written management approval is given?","Yes for Google managed assets","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1524,"","Do all the organization's information resources have a designated information owner?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1525,"","Are Information Owners responsible for ensuring a risk assessment is performed for information resources under their control?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1526,"","Are Information Owners responsible for authorizing and periodically reviewing access entitlements?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1527,"","Is all information considered Confidential by default?","No. Google maintains an open culture. Google owned information is considered Internal Only by default.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1528,"","Is Confidential information only shared with parties who have a relationship with the organization, have signed a non-disclosure agreement, and have a need to know?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1529,"","Is organizational information identified and classified by Information Owners according to its level of confidentiality resulting in a classification of Public, Internal Use Only, Confidential, or Restricted?","No. Information is classified at different levels but not those specifically.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1530,"","Is the information owner, along with Legal and Compliance management, consulted and authorization granted prior to any information or software sold or otherwise transferred to a third party?","No. Google maintains an open culture and works actively and openly with many open source projects.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1531,"","Is the Information Owner and Information Security notified immediately if media containing sensitive information is lost or disclosed to unauthorized parties, or is suspected of being lost or disclosed?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1532,"","Is a non-disclosure agreement executed prior to the release of any sensitive information to a third party?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1533,"","Is electronic mail, electronic bulletin boards, instant messaging and any other electronic systems provided by the Company identified as Company business use only?","No. Google maintains an open culture and works actively and openly with many open source projects. Some of the systems listed are used for this purpose.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1534,"","Is the use of external personal email account (e.g. Hotmail, AOL. Yahoo mail, etc.) While connected to the Company network prohibited?","No. We use GMail internally as our email system of record, as do other Fortune 500 companies.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1535,"","Is information classified as Confidential or Restricted stored on electronic media in a locked office, a secured filing cabinet or locked desk drawer that is accessible only by authorized individuals or returned to a controlled media library when no longer needed?","All data stored in Google’s network is encrypted at rest and transit.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1536,"","Is Confidential and Restricted information disposed of in a manner that ensures the information cannot be reconstructed into a usable format?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1537,"","Are all media containing Confidential or Restricted information clearly labeled to indicate owner, creation date, classification level of the highest level of classification contained on the media?","All data stored in Google’s network is encrypted at rest and transit. Data is segregated by security systems to ensure only authorized access.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1538,"","While conducting company business, are personnel trained to be aware of responsibilities when given any media containing sensitive information belonging to external parties?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1539,"","Are hard copy reports containing Confidential or Restricted information clearly marked on every page with an indication of the sensitivity level of the most sensitive information contained in the report?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1540,"","Are employees trained to consider when and how they communicate sensitive information in conversations?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1541,"","Is a diagram of the systems architecture, including server type, operating system and component version, in place prior to the launch of the application security assessment?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1542,"","Are the Internet ports and protocols employed by the application in place prior to the launch of the application security assessment?","No, Google operates a software based networking protocol. All ports on hardware are closed by default. Ports and protocols are opened by authorized personnel only","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1543,"","Are transaction flow charts describing information processing from end user interfaces e.g. client applications or web browser, through message routers, application or distribution servers in place prior to the launch of the review?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
